,MSFT,MSFT_bid,MSFT_ask,MSFT_vol
2007-02-26,145.21,145.19,145.23,652765.0
2007-02-27,139.68,139.67,139.69,2260609.0
2007-02-28,140.79,140.77,140.81,1574501.0
2007-03-01,140.59,140.58,140.6,1735205.0
2007-03-02,138.91,138.87,138.94,1417498.0
2007-03-05,137.91,137.9,137.92,1301620.0
2007-03-06,139.82,139.8,139.84,1225862.0
2007-03-07,139.49,139.48,139.5,1031240.0
2007-03-08,140.72,140.7,140.73,995943.0
2007-03-09,140.66,140.62,140.7,899922.0
2007-03-12,140.94,140.92,140.97,717745.0
2007-03-13,138.13,138.11,138.14,1582359.0
2007-03-14,139.48,139.45,139.51,2144474.0
2007-03-15,139.23,139.22,139.24,1146533.0
2007-03-16,138.22,138.21,138.24,992750.0
2007-03-19,140.26,140.23,140.29,789854.0
2007-03-20,140.9,140.89,140.9,769134.0
2007-03-21,143.06,143.06,143.07,1471732.0
2007-03-22,143.16,143.15,143.16,1060716.0
2007-03-23,143.43,143.4,143.45,697892.0
2007-03-26,143.22,143.21,143.24,1045377.0
2007-03-27,142.44,142.41,142.46,941031.0
2007-03-28,141.84,141.83,141.84,1406531.0
2007-03-29,142.18,142.16,142.19,1297149.0
2007-03-30,141.98,141.96,142.0,1140162.0
2007-04-02,142.27,142.25,142.28,771278.0
2007-04-03,143.75,143.73,143.76,751927.0
2007-04-04,143.78,143.76,143.8,585994.0
2007-04-05,144.28,144.25,144.3,460600.0
2007-04-09,144.43,144.42,144.44,481421.0
2007-04-10,144.6,144.6,144.61,531692.0
2007-04-11,143.94,143.94,143.95,1030306.0
2007-04-12,144.71,144.69,144.72,1102532.0
2007-04-13,145.25,145.24,145.27,768421.0
2007-04-16,146.69,146.68,146.69,746558.0
2007-04-17,146.81,146.81,146.82,980802.0
2007-04-18,147.12,147.1,147.14,840481.0
2007-04-19,147.31,147.29,147.34,973741.0
2007-04-20,148.57,148.56,148.58,1008926.0
2007-04-23,148.19,148.17,148.22,705859.0
2007-04-24,148.25,148.24,148.27,1081973.0
2007-04-25,149.55,149.53,149.57,1005175.0
2007-04-26,149.49,149.46,149.52,840448.0
2007-04-27,149.66,149.65,149.66,899768.0
2007-04-30,148.28,148.26,148.31,959704.0
2007-05-01,148.74,148.73,148.74,1260346.0
2007-05-02,149.57,149.55,149.59,826726.0
2007-05-03,150.25,150.25,150.26,770761.0
2007-05-04,150.94,150.93,150.94,873249.0
2007-05-07,150.91,150.89,150.93,607100.0
2007-05-08,150.66,150.63,150.68,768891.0
2007-05-09,151.12,151.11,151.13,968600.0
